,Id,Text,Post_category,Text_cleaned
62,62.0,"""අර්ජුන් ඇලෝසියස් දෙවන දිනටත් විමර්ශන නිලධාරීන් හමුවේ ප්‍රකාශයක් දෙයි""",News,අර්ජුන් ඇලෝසියස් දෙවන දිනටත් විමර්ෂන නිලධාරීන් හමුවේ ප්‍රකාෂයක් දෙයි
63,63.0,"""පර්පෙචුවල් ව්‍යාපාර සමූහයේ අර්ජුන් ඇලෝසියස් මහතා දෙවන දිනටත් අද බැඳුම්කර ගනුදෙනු විමර්ශනය කරන ජනාධිපති කොමිසමට පැමිණියේ ය.""",News,පර්පෙචුවල් ව්‍යාපාර සමූහයේ අර්ජුන් ඇලෝසියස් මහතා දෙවන දිනටත් අද බැදුම්කර ගනුදෙනු විමර්ෂනය කරන ජනාධිපති කොමිසමට පැමිනියේ ය
64,64.0,"""අර්ජුන් ඇලෝසියස් මහතා අද පෙරවරු .ට පමණ බැඳුම්කර ගනුදෙනු විමර්ශනය කරන ජනාධිපති කොමිසමට පැමිණියේ සිය නීතිඥවරයා සමග ය.""",News,අර්ජුන් ඇලෝසියස් මහතා අද පෙරවරු ට පමන බැදුම්කර ගනුදෙනු විමර්ෂනය කරන ජනාධිපති කොමිසමට පැමිනියේ සිය නීතිඥවරයා සමග ය
65,65.0,"""ඔහු කොමිෂන් සභාව තුළට ඇතුළත් කර ගැනුණේ විශේෂ ශරීර පරික්ෂාවකින් අනතුරුව ය.විදේශ කටයුතු අමාත්‍ය තිලක් මාරපන මහතාගේ සොහොයුරු ජනාධිපති නීතිඥ ගාමිණි මාරපන මහතා අර්ජුන් ඇලෝසියස් මහතා වෙනුවෙන් පෙනී සිටින බව බැඳුම්කර විමර්ශන කොමිසම අද නිවේදනය කළේ ය.""",News,ඔහු කොමිෂන් සබාව තුලට ඇතුලත් කර ගැනුනේ විෂේෂ ෂරීර පරික්ෂාවකින් අනතුරුව යවිදේෂ කටයුතු අමාත්‍ය තිලක් මාරපන මහතාගේ සොහොයුරු ජනාධිපති නීතිඥ ගාමිනි මාරපන මහතා අර්ජුන් ඇලෝසියස් මහතා වෙනුවෙන් පෙනී සිටින බව බැදුම්කර විමර්ෂන කොමිසම අද නිවේදනය කලේ ය
66,66.0,"""පර්පෙචුවල් ට්‍රෙෂරීස් සමාගමේ විධායක නිලධාරී කසුන් පාලිසේන මහතා සාක්ෂි ලබා දීමෙන් අනතුරුව පර්පෙචුවෙල් ට්‍රෙෂරීස් සමාගම වෙනුවෙන් පෙනී සිටි ජනාධිපති නීතිඥ නිහාල් ප්‍රනාන්දු මහතා තවදුරටත් ඔවුන් වෙනුවෙන් පෙනී නොසිටින බැවින් තමන් නව නීතිඥවරයෙකු ලබා ගත යුතු බව කොමිසම අද පාලිසේන මහතාට අවවාද කළේ ය.""",News,පර්පෙචුවල් ට්‍රෙෂරීස් සමාගමේ විධායක නිලධාරී කසුන් පාලිසේන මහතා සාක්ෂි ලබා දීමෙන් අනතුරුව පර්පෙචුවෙල් ට්‍රෙෂරීස් සමාගම වෙනුවෙන් පෙනී සිටි ජනාධිපති නීතිඥ නිහාල් ප්‍රනාන්දු මහතා තවදුරටත් ඔවුන් වෙනුවෙන් පෙනී නොසිටින බැවින් තමන් නව නීතිඥවරයෙකු ලබා ගත යුතු බව කොමිසම අද පාලිසේන මහතාට අවවාද කලේ ය
67,67.0,"""අද සාක්ෂි ලබා දීමේදී අනාවරණය වූයේ පර්පෙචුවල් ට්‍රෙෂරීස් සමාගම පර්පෙචුවල් ඇසෙට් මැනේජ්මන්ට් සමාගම, පර්පෙචුවල් කැපිටල් හෝල්ඩින්ග්ස් ලිමිටඩ් සමාගම, පර්පෙචුවල් කැපිටල් සමාගම, ඩබ්ලිව්.එම්. මෙන්ඩිස් යන සමාගම්වලින් ප්‍රතිලාභ ලබන හිමිකරුවන් වන්නේ, අර්ජුන් ඇලෝසියස් සහ ජෙෆ්රි ඇලෝසියස් යන අය බව ය. """,News,අද සාක්ෂි ලබා දීමේදී අනාවරනය වූයේ පර්පෙචුවල් ට්‍රෙෂරීස් සමාගම පර්පෙචුවල් ඇසෙට් මැනේජ්මන්ට් සමාගම පර්පෙචුවල් කැපිටල් හෝල්ඩින්ග්ස් ලිමිටඩ් සමාගම පර්පෙචුවල් කැපිටල් සමාගම ඩබ්ලිව්එම් මෙන්ඩිස් යන සමාගම්වලින් ප්‍රතිලාබ ලබන හිමිකරුවන් වන්නේ අර්ජුන් ඇලෝසියස් සහ ජෙෆ්රි ඇලෝසියස් යන අය බව ය 
68,68.0,"""අප පෙන්වා දුන්නේ සංවේදී අභ්‍යන්තර තොරතුරු ලබාගෙන බැඳුම්කර වෙන්දේසියේදී අක්‍රමිකතාවක් සිදුකර රජයට බිලියන ගණනක පාඩුවක් සිදුකර ඇති බව ය.""",News,අප පෙන්වා දුන්නේ සංවේදී අබ්‍යන්තර තොරතුරු ලබාගෙන බැදුම්කර වෙන්දේසියේදී අක්‍රමිකතාවක් සිදුකර රජයට බිලියන ගනනක පාඩුවක් සිදුකර ඇති බව ය
69,69.0,"""පෙන්වාදුන් කරුණු වලටත් එහා තොරතුරු එකින් එක ජනාධිපති කොමිසට ස්තුතිවන්ත වන්නට දැන් අනාවරණය වෙමින් තිබේ.""""පෙරේදා කොමිසමේදී හෙළි වූයේ අභ්‍යන්තර තොරතුරු පමණක් නොව සංවේදී මූල්‍ය තොරතුරු පවා බැඳුම්කර ගනුදෙනුවලදී අර්ජුන් ඇලෝසියස්ලාට ලැබුනු බව ය.""",News,පෙන්වාදුන් කරුනු වලටත් එහා තොරතුරු එකින් එක ජනාධිපති කොමිසට ස්තුතිවන්ත වන්නට දැන් අනාවරනය වෙමින් තිබේපෙරේදා කොමිසමේදී හෙලි වූයේ අබ්‍යන්තර තොරතුරු පමනක් නොව සංවේදී මූල්‍ය තොරතුරු පවා බැදුම්කර ගනුදෙනුවලදී අර්ජුන් ඇලෝසියස්ලාට ලැබුනු බව ය
70,70.0,"""ඔවුන් වෙනුවෙන් පෙනීසිටින නීතිඥවරුන් පවා ඉවත්වන තත්ත්වයක් දැන් මතුවී තිබේ.""",News,ඔවුන් වෙනුවෙන් පෙනීසිටින නීතිඥවරුන් පවා ඉවත්වන තත්ත්වයක් දැන් මතුවී තිබේ
71,71.0,"""රටේ ජනතාවගේ මුදල් බිලියන ගණනින් පැහැරගත් මේ වංචාව ගැන ජනතාව වෙනුවෙන් මුල්වරට හෙළි කිරීමට හැකිවීම පිළිබඳවඅපට ඇත්තේ ආඩම්බරයකි.""",News,රටේ ජනතාවගේ මුදල් බිලියන ගනනින් පැහැරගත් මේ වංචාව ගැන ජනතාව වෙනුවෙන් මුල්වරට හෙලි කිරීමට හැකිවීම පිලිබදවඅපට ඇත්තේ අඩම්බරයකි
72,72.0,"""ජනතාව සමඟ ජනතාව වෙනුවෙන් අප අඛණ්ඩවම මෙවැනි වංචා හෙළි කරනු ලැබේ.බැඳුම්කර වංචාවෙන් රටට සිදුකළ පාඩුව දිනෙන් දින හෙළිවෙමින් තිබෙද්දී, අගමැති රනිල් වික්‍රමසිංහ මහතා මධ්‍යම අධිවේගී මාර්ගයේ තුන්වන අදියරේ කොන්ත්‍රාත්තුව ලබාදීමේදී සිදුව ඇති අක්‍රමිකතා පිළිබඳ අපකළ අනාවරණයට අදාළව අද පාර්ලිමේන්තුවේදී ප්‍රකාශයක් කළේය.""",News,ජනතාව සමග ජනතාව වෙනුවෙන් අප අකන්ඩවම මෙවැනි වංචා හෙලි කරනු ලැබේබැදුම්කර වංචාවෙන් රටට සිදුකල පාඩුව දිනෙන් දින හෙලිවෙමින් තිබෙද්දී අගමැති රනිල් වික්‍රමසිංහ මහතා මධ්‍යම අධිවේගී මාර්ගයේ තුන්වන අදියරේ කොන්ත්‍රාත්තුව ලබාදීමේදී සිදුව ඇති අක්‍රමිකතා පිලිබද අපකල අනාවරනයට අදාලව අද පාර්ලිමේන්තුවේදී ප්‍රකාෂයක් කලේය
73,73.0,"""මේ විශේෂ ප්‍රකාශනය කිරීමට අදහස් කළේ පසුගිය සති දෙක පුරා එක්තරා මාධ්‍ය ජාලයක්.ඒක වහලා කියන්න ඕන නැහැ සිරස මාධ්‍ය ජාලය මගින් මධ්‍යම අධිවේගී මාර්ග ව්‍යාපෘතිය සම්බන්ධයෙන් ගෙන යන ද්වේශ සහගත අවලාද සහ මඩ ප්‍රචාර සම්බන්ධයෙන් මෙම ගරු සභාවටත් ‍මේ රටේ ජනතාවටත් සත්‍ය පැහැදිලි කිරීමේ අරමුණ ඇතිවයි. """,News,මේ විෂේෂ ප්‍රකාෂනය කිරීමට අදහස් කලේ පසුගිය සති දෙක පුරා එක්තරා මාධ්‍ය ජාලයක්එක වහලා කියන්න ඔන නැහැ සිරස මාධ්‍ය ජාලය මගින් මධ්‍යම අධිවේගී මාර්ග ව්‍යාපෘතිය සම්බන්ධයෙන් ගෙන යන ද්වේෂ සහගත අවලාද සහ මඩ ප්‍රචාර සම්බන්ධයෙන් මෙම ගරු සබාවටත් ‍මේ රටේ ජනතාවටත් සත්‍ය පැහැදිලි කිරීමේ අරමුන ඇතිවයි 
74,74.0,""" ජපාන රජයේ අදහස් අනුව  ජූනි  වැනිදා ජපන් සමාගම් තුනක් වෙත මිල ගණන් කැඳවීමේ ලිපි නිකුත් කළා""",News, ජපාන රජයේ අදහස් අනුව  ජූනි  වැනිදා ජපන් සමාගම් තුනක් වෙත මිල ගනන් කැදවීමේ ලිපි නිකුත් කලා
75,75.0,"""එක සමාගමක් පමණක් මිල ගණන් ඉදිරිපත් කළත් එහි තාක්ෂණික අඩුපාඩු කම් තිබුණා.ජපාන අග්‍රමාත්‍යතුමාගේ විශේෂ උපදේශක ආචාර්ය හිරෝතෝ ඉෂුමි මහතා  ඔක්තෝම්බර්  වැනිදා මා හමුවී සාකච්ඡා කළා""",News,එක සමාගමක් පමනක් මිල ගනන් ඉදිරිපත් කලත් එහි තාක්ෂනික අඩුපාඩු කම් තිබුනාජපාන අග්‍රමාත්‍යතුමාගේ විෂේෂ උපදේෂක අචාර්ය හිරෝතෝ ඉෂුමි මහතා  ඔක්තෝම්බර්  වැනිදා මා හමුවී සාකච්චා කලා
76,76.0,"""එතුමා පැවසුවේ නැවත මිල ගණන් කැදවන අවස්ථාවේ ඊට නිසි ප්‍රතිචාර ලැබෙන බවට ජපන් ‍රජය වග බලා ගන්නා බවයි.ඔය තත්ත්වය මත මිල ගණන් අලුතින් කැදවීමෙන් ජපන් සමාගම වෙත යළිත් ලිපි නිකුත් කිරීමට ආර්ථික කළමනාකරණ පිළිබදව කැබිනට් කමිටුව  ඔක්තෝම්බර්  වැනිදා තීරණය කළා.""",News,එතුමා පැවසුවේ නැවත මිල ගනන් කැදවන අවස්ථාවේ ඉට නිසි ප්‍රතිචාර ලැබෙන බවට ජපන් ‍රජය වග බලා ගන්නා බවයිඔය තත්ත්වය මත මිල ගනන් අලුතින් කැදවීමෙන් ජපන් සමාගම වෙත යලිත් ලිපි නිකුත් කිරීමට අර්ථික කලමනාකරන පිලිබදව කැබිනට් කමිටුව  ඔක්තෝම්බර්  වැනිදා තීරනය කලා
77,77.0,"""මිල ගණන් ඉදිරිපත් කලේ ජපාන සමාගම් දෙක්ක පමණයි.ෆුජිටා සමාගම රුපියල් බිලියන  ක් ටයිසේ සමාගම බිලියන  යක්මේ කියන්නේ ඇත්තද ?ෆුජිටා සමාගම මේ ඉදිකිරීම් කොන්ත්‍රාත්තුව සදහා සුදුසු නොවන බව කරුණු  ක් මත පදනම්ව නිගමනය කලේ ව්‍යාපෘති කමිටුවයි.""",News,මිල ගනන් ඉදිරිපත් කලේ ජපාන සමාගම් දෙක්ක පමනයිෆුජිටා සමාගම රුපියල් බිලියන  ක් ටයිසේ සමාගම බිලියන  යක්මේ කියන්නේ ඇත්තද ෆුජිටා සමාගම මේ ඉදිකිරීම් කොන්ත්‍රාත්තුව සදහා සුදුසු නොවන බව කරුනු  ක් මත පදනම්ව නිගමනය කලේ ව්‍යාපෘති කමිටුවයි
78,78.0,"""ඩොලර් මිලියන  ඉක්මවූ මෙවැනි මහා පරිමාණ ව්‍යාපෘතියක් අවසන් වසර  තුළ මේ සමාගම සිදුකර නොතිබීම, මෙවැනි ඉදිකිරීම් සම්බන්ධව ප්‍රමාණවත් අත්දැකීම් නොමැතිවීම , මූල්‍යමය හැකියාව තහවුරු කිරීමට ප්‍රමාණවත් ලේඛණ ඉදිරිපත් නොකිරීම එම කරුණු අතර විය.""",News,ඩොලර් මිලියන  ඉක්මවූ මෙවැනි මහා පරිමාන ව්‍යාපෘතියක් අවසන් වසර  තුල මේ සමාගම සිදුකර නොතිබීම මෙවැනි ඉදිකිරීම් සම්බන්ධව ප්‍රමානවත් අත්දැකීම් නොමැතිවීම  මූල්‍යමය හැකියාව තහවුරු කිරීමට ප්‍රමානවත් ලේකන ඉදිරිපත් නොකිරීම එම කරුනු අතර විය
79,79.0,"""මේ අතර ටෙන්ඩර් කැඳවූ අවස්ථාවේදීම ටයිසෙයි සමාගමේ ලංසුවද ප්‍රතික්ෂේප වුණේ කොන්ත්‍රාත්තුවට අදාළව ඉදිරිපත් කළ යුතු ඇපකරය ගැන සඳහන් නොකිරීම හේතුවෙනි.""",News,මේ අතර ටෙන්ඩර් කැදවූ අවස්ථාවේදීම ටයිසෙයි සමාගමේ ලංසුවද ප්‍රතික්ෂේප වුනේ කොන්ත්‍රාත්තුවට අදාලව ඉදිරිපත් කල යුතු ඇපකරය ගැන සදහන් නොකිරීම හේතුවෙනි
80,80.0,"""මේ අනුව මධ්‍යම අධිවේගී මාර්ගයේ කොන්ත්‍රාත්තුව සඳහා මේ සමාගම් දෙකම නිසි සුදුසුකම් සපුරා නොතිබූ බව අගමැතිවරයාගේ ප්‍රකාශයෙන්ම තහවුරු නොවන්නේ ද?අග්‍රාමාත්‍ය රනිල් වික්‍රමසිංහ මහතාෆුජිටා සමාගමට කොන්ත්‍රාත්තුව ලබාදීම සුදුසු බව  දෙසැම්බර්  වැනිදා කැබිනට් මණ්ඩලය තීරණය කළා.""",News,මේ අනුව මධ්‍යම අධිවේගී මාර්ගයේ කොන්ත්‍රාත්තුව සදහා මේ සමාගම් දෙකම නිසි සුදුසුකම් සපුරා නොතිබූ බව අගමැතිවරයාගේ ප්‍රකාෂයෙන්ම තහවුරු නොවන්නේ දඅග්‍රාමාත්‍ය රනිල් වික්‍රමසිංහ මහතාෆුජිටා සමාගමට කොන්ත්‍රාත්තුව ලබාදීම සුදුසු බව  දෙසැම්බර්  වැනිදා කැබිනට් මන්ඩලය තීරනය කලා
81,81.0,"""මේ අවස්ථාවේදී කැබිනට් මණ්ඩලය පත්කළ සාකච්ඡා කමිටුවේ දන්වා සිටියේ ෆුජිටා සමාගම ඉතා වැදගත් සාධක දෙකක් සම්බන්යෙන් සුදුසුකම් සපුරා නැති බවයි. ඒ නිසා ඊළගට ගත යුතුව තිබුණේ පියවර වූයේ මිල ගණන් ඉදිරිපත් කර තිබුණු අනෙකුත් ආයතනය වූ ටයිසේ සමාගම සමග සාකච්ඡා කිරීම. """,News,මේ අවස්ථාවේදී කැබිනට් මන්ඩලය පත්කල සාකච්චා කමිටුවේ දන්වා සිටියේ ෆුජිටා සමාගම ඉතා වැදගත් සාධක දෙකක් සම්බන්යෙන් සුදුසුකම් සපුරා නැති බවයි එ නිසා ඉලගට ගත යුතුව තිබුනේ පියවර වූයේ මිල ගනන් ඉදිරිපත් කර තිබුනු අනෙකුත් අයතනය වූ ටයිසේ සමාගම සමග සාකච්චා කිරීම 
82,82.0,"""ජයිකා ආයතනය හරහා නිල සංවර්ධන සහයෝගිතා ණය මුදලක් ලබාදීම. ජයිකා ණය ලබාගැනීම සඳහා අනුගමනය කළ යුතු පිළිවෙත ගණනාවක් තිබෙනවා.""",News,ජයිකා අයතනය හරහා නිල සංවර්ධන සහයෝගිතා නය මුදලක් ලබාදීම ජයිකා නය ලබාගැනීම සදහා අනුගමනය කල යුතු පිලිවෙත ගනනාවක් තිබෙනවා
83,83.0,"""පිළිවෙත අනුව සම්පූර්ණ ණය මුදල ලබාගැනීම සදහා දීර්ඝ කාලයක් ගත වන බව ඔවුන් දන්වා සිටියා""",News,පිලිවෙත අනුව සම්පූර්න නය මුදල ලබාගැනීම සදහා දීර්ග කාලයක් ගත වන බව ඔවුන් දන්වා සිටියා
84,84.0,"""වසර තුනක කාලයක් තුළ ව්‍යාපෘතිය නිම කිරීමට අප බලාපොරොත්තුවන නිසා වඩාත් ප්‍රායෝගික වන්නේ මිට්සුබිෂි බැංකුව මගින් ණය ආධාර ලබාගැනීම බව විදේශ සම්පත් දෙපාර්තමෙන්තුව දැන්වුවා.""",News,වසර තුනක කාලයක් තුල ව්‍යාපෘතිය නිම කිරීමට අප බලාපොරොත්තුවන නිසා වඩාත් ප්‍රායෝගික වන්නේ මිට්සුබිෂි බැංකුව මගින් නය අධාර ලබාගැනීම බව විදේෂ සම්පත් දෙපාර්තමෙන්තුව දැන්වුවා
85,85.0,"""ව්‍යාපෘතිය සදහා ණය ආධාර ලබාගැනීම පිළිබදව දැන් ටෝකියෝ මිට්සුබිෂි බැංකුව සමඟ සාකච්ඡා පැවැත්වෙනවා.""",News,ව්‍යාපෘතිය සදහා නය අධාර ලබාගැනීම පිලිබදව දැන් ටෝකියෝ මිට්සුබිෂි බැංකුව සමග සාකච්චා පැවැත්වෙනවා
86,86.0,"""අගමැතිතුමනි, ඉතා ඉහළ පොලියට දැඩි කොන්දේසි මත ලබාගන්නා මේ ණය මුදල ගෙවා දැමීමට සිදුවන්නේ රටේ ජනතාවටයි.ජයිකා ආයතනය හරහා රජයන් දෙක අතර ණය මුදලක් ලබාගත්තේ නම් ඉතා අඩු පොළියකට සහනදායී පදනම මත ණය ලබාගත හැකිව තිබුණි.""",News,අගමැතිතුමනි ඉතා ඉහල පොලියට දැඩි කොන්දේසි මත ලබාගන්නා මේ නය මුදල ගෙවා දැමීමට සිදුවන්නේ රටේ ජනතාවටයිජයිකා අයතනය හරහා රජයන් දෙක අතර නය මුදලක් ලබාගත්තේ නම් ඉතා අඩු පොලියකට සහනදායී පදනම මත නය ලබාගත හැකිව තිබුනි
87,87.0,"""ඒ, සඳහා අවුරුදු ගණනක් ගත වන්නේ නැහැ.මෙවැනි අන්තර් රාජ්‍ය ණය මුදලක් කඩිනමින් ලබා ගන්නා අකාරය සමාගමක් ලෙස අපට වුවද පෙන්වාදිය හැකියි.""",News,එ සදහා අවුරුදු ගනනක් ගත වන්නේ නැහැමෙවැනි අන්තර් රාජ්‍ය නය මුදලක් කඩිනමින් ලබා ගන්නා අකාරය සමාගමක් ලෙස අපට වුවද පෙන්වාදිය හැකියි
88,88.0,"""මහරාජාවරු ඉන්නවා,ජනතාව වෙනුවෙන් ඉන්නවා.හැබැයි අපි මහ හොරු හෙළි කරනවා. """,News,මහරාජාවරු ඉන්නවාජනතාව වෙනුවෙන් ඉන්නවාහැබැයි අපි මහ හොරු හෙලි කරනවා 
89,89.0,"""දරුවන් සුරකිමු ජාතික වැඩසටහන අද දිගන මධ්‍යම පළාත් ක්‍රීඩා සංකීර්ණයේදී ජනාධිපති මෛත්‍රීපාල සිරිසේන මහතාගේ ප්‍රධානත්වයෙන් පැවැත්විණි.""",News,දරුවන් සුරකිමු ජාතික වැඩසටහන අද දිගන මධ්‍යම පලාත් ක්‍රීඩා සංකීර්නයේදී ජනාධිපති මෛත්‍රීපාල සිරිසේන මහතාගේ ප්‍රධානත්වයෙන් පැවැත්විනි
90,90.0,"""දරු පරපුර සුරක්ෂිත කොට ඔවුන්ට සමාජයේ ආරක්ෂාකාරීව ජීවත් වීමට අවශ්‍ය පරිසරය නිර්මාණය කිරීමේ අරමුණින් ජනාධිපතිවරයාගේ සංකල්පයක් අනුව දරුවන් සුරකිමු ජාතික වැඩසටහන ක්‍රියාත්මක කර තිබේ.""",News,දරු පරපුර සුරක්ෂිත කොට ඔවුන්ට සමාජයේ අරක්ෂාකාරීව ජීවත් වීමට අවෂ්‍ය පරිසරය නිර්මානය කිරීමේ අරමුනින් ජනාධිපතිවරයාගේ සංකල්පයක් අනුව දරුවන් සුරකිමු ජාතික වැඩසටහන ක්‍රියාත්මක කර තිබේ
91,91.0,"""ගෘහස්ත ළමා හිංසනය, ලිංගික අපයෝජනය, අපරාධ සඳහා ළමුන් යොදා ගැනීම හා ළමා ශ්‍රමය සූරා කෑමෙන් ළමුන්ව මුදාගැනීම මෙම වැඩසටහනේ අරමුණ යි. """,News,ගෘහස්ත ලමා හිංසනය ලිංගික අපයෝජනය අපරාධ සදහා ලමුන් යොදා ගැනීම හා ලමා ෂ්‍රමය සූරා කෑමෙන් ලමුන්ව මුදාගැනීම මෙම වැඩසටහනේ අරමුන යි 
92,92.0,"""විදුලිබල මණ්ඩලයේ ඉංජිනේරු සංගමය වෘත්තීය ක්‍රියාමාර්ගයක් අරඹයි""",News,විදුලිබල මන්ඩලයේ ඉංජිනේරු සංගමය වෘත්තීය ක්‍රියාමාර්ගයක් අරබයි
93,93.0,"""තමන් ඉදිරිපත් කළ ජනන සැලැස්ම ශ්‍රී ලංකා මහජන උපයෝගීතා කොමිසමෙන් ප්‍රතික්ෂේප කිරීමට විරෝධය දක්වමින් ලංකා විදුලිබල මණ්ඩලයේ ඉංජිනේරු සංගමය වෘත්තීය ක්‍රියාමාර්ගයක් ආරම්භ කර තිබේ""",News,තමන් ඉදිරිපත් කල ජනන සැලැස්ම ෂ්‍රී ලංකා මහජන උපයෝගීතා කොමිසමෙන් ප්‍රතික්ෂේප කිරීමට විරෝධය දක්වමින් ලංකා විදුලිබල මන්ඩලයේ ඉංජිනේරු සංගමය වෘත්තීය ක්‍රියාමාර්ගයක් අරම්බ කර තිබේ
94,94.0,"""ඔවුන් පෙන්වා දෙන්නේ, ශ්‍රී ලංකා මහජන උපයෝගීතා කොමිසම ස්වභාවික වායු බලාගාරවලින් පමණක් සමන්විත ජනන සැලැස්මක් සකස් කර ඇති අතර ඒවා මිල අධික බලාගාර බව ය.""",News,ඔවුන් පෙන්වා දෙන්නේ ෂ්‍රී ලංකා මහජන උපයෝගීතා කොමිසම ස්වබාවික වායු බලාගාරවලින් පමනක් සමන්විත ජනන සැලැස්මක් සකස් කර ඇති අතර එවා මිල අධික බලාගාර බව ය
95,95.0,"""එම ක්‍රියාමාර්ගවලට විරෝධය දැක්වීම සඳහා ඉංජිනේරුවරුන් ලංකා විදුලිබල මණ්ඩලයේ තාක්ෂණ කමිටුවෙන් ද ඉවත්වීමට තීරණය කර ඇතැයි එම සංගමයේ සභාපති සෞම්‍ය කුමාරවඩු මහතා සඳහන් කළේ ය. """,News,එම ක්‍රියාමාර්ගවලට විරෝධය දැක්වීම සදහා ඉංජිනේරුවරුන් ලංකා විදුලිබල මන්ඩලයේ තාක්ෂන කමිටුවෙන් ද ඉවත්වීමට තීරනය කර ඇතැයි එම සංගමයේ සබාපති සෞම්‍ය කුමාරවඩු මහතා සදහන් කලේ ය 
96,96.0,"""අද ත් දිවයිනේ ප්‍රදේශ රැසකට මහ වැසි – කාලගුණ විද්‍යා දෙපාර්තමේන්තුව""",News,අද ත් දිවයිනේ ප්‍රදේෂ රැසකට මහ වැසි – කාලගුන විද්‍යා දෙපාර්තමේන්තුව
97,97.0,"""අද දිනයේත් ප්‍රදේශ රැසකින් තද වැසි අපේක්ෂා කරන බව කාලගුණ විද්‍යා දෙපාර්තමේන්තුව පවසයි.පෙරේදා රාත්‍රියේ සිට ඇඳහැලෙන වැසි හේතුවෙන් ඇතැම් ප්‍රදේශවලට බලපෑ ජල ගැලීම් තත්ත්වය මෙතෙක් පහව ගොස් නොමැත.""",News,අද දිනයේත් ප්‍රදේෂ රැසකින් තද වැසි අපේක්ෂා කරන බව කාලගුන විද්‍යා දෙපාර්තමේන්තුව පවසයිපෙරේදා රාත්‍රියේ සිට ඇදහැලෙන වැසි හේතුවෙන් ඇතැම් ප්‍රදේෂවලට බලපෑ ජල ගැලීම් තත්ත්වය මෙතෙක් පහව ගොස් නොමැත
98,98.0,"""අධික වර්ෂාවත් සමග දිස්ත්‍රික්  කට නිකුත් කළ නායයාමේ අනතුරු ඇඟවීම අද පස්වරුව දක්වා ක්‍රියාත්මක බව ජාතික ගොඩනැගිලි පර්යේෂණ සංවිධානය පවසයි.""",News,අධික වර්ෂාවත් සමග දිස්ත්‍රික්  කට නිකුත් කල නායයාමේ අනතුරු ඇගවීම අද පස්වරුව දක්වා ක්‍රියාත්මක බව ජාතික ගොඩනැගිලි පර්යේෂන සංවිධානය පවසයි
99,99.0,"""එහි නායයාම් අධ්‍යයන අංශයේ ජ්‍යෙෂ්ඨ භූ විද්‍යාඥ ආචාර්ය පද්මකුමාර ජයසිංහ මහතා සඳහන් කළේ, රත්නපුර, කළුතර, ගාල්ල, කෑගල්ල හා නුවරඑළිය දිස්ත්‍රික්කවලට එම අනතුරු ඇඟවීම නිකුත් කර ඇති බව ය.""",News,එහි නායයාම් අධ්‍යයන අංෂයේ ජ්‍යෙෂ්ට බූ විද්‍යාඥ අචාර්ය පද්මකුමාර ජයසිංහ මහතා සදහන් කලේ රත්නපුර කලුතර ගාල්ල කෑගල්ල හා නුවරඑලිය දිස්ත්‍රික්කවලට එම අනතුරු ඇගවීම නිකුත් කර ඇති බව ය
100,100.0,"""රත්නපුරය තව දුරට ත් සුළු ගංවතුර මට්ටමේ""",News,රත්නපුරය තව දුරට ත් සුලු ගංවතුර මට්ටමේ
101,101.0,"""කළු ගඟ, රත්නපුර ප්‍රදේශයෙන් තව දුරට ත් සුළු ගංවතුර මට්ටමේ පවතින බව වාරිමාර්ග දෙපාර්තමේන්තුව පවසයි. රත්නපුර සුළු ගංවතුර මට්ටම මිටර් . කි.ඊයේ පස්වරුවේ සිටම එම අගය ඉක්ම වූ අගයක් රත්නපුර මාපකයේ සටහන්ව ඇති බව වාරිමාර්ග අධ්‍යක්ෂ ප්‍රේමා හෙට්ටිආරච්චි මහත්මිය සඳහන් කළා ය.""",News,කලු ගග රත්නපුර ප්‍රදේෂයෙන් තව දුරට ත් සුලු ගංවතුර මට්ටමේ පවතින බව වාරිමාර්ග දෙපාර්තමේන්තුව පවසයි රත්නපුර සුලු ගංවතුර මට්ටම මිටර්  කිඉයේ පස්වරුවේ සිටම එම අගය ඉක්ම වූ අගයක් රත්නපුර මාපකයේ සටහන්ව ඇති බව වාරිමාර්ග අධ්‍යක්ෂ ප්‍රේමා හෙට්ටිඅරච්චි මහත්මිය සදහන් කලා ය
102,102.0,"""රත්නපුර දිස්ත්‍රික් ලේකම් මාලනී ලොකුපෝතාගම මහත්මිය සඳහන් කළේ, කළු ගඟ පිටාර ගැලීමෙන් රත්නපුර නගරයේ ඇතැම් ස්ථාන තව දුරට ත් ජලයෙන් යටවී ඇති බව ය.""",News,රත්නපුර දිස්ත්‍රික් ලේකම් මාලනී ලොකුපෝතාගම මහත්මිය සදහන් කලේ කලු ගග පිටාර ගැලීමෙන් රත්නපුර නගරයේ ඇතැම් ස්ථාන තව දුරට ත් ජලයෙන් යටවී ඇති බව ය
103,103.0,"""රත්නපුර, ඇලපාත, කිරිඇල්ල, කුරුවිට සහ අයගම යන ප්‍රාදේශීය ලේකම් කොට්ඨාශවල අවදානම් ස්ථානවල සිටින ජනතාව මේ වන විට ත් ආරක්ෂිත ස්ථාන වෙත ඉවත් කර තිබේ. """,News,රත්නපුර ඇලපාත කිරිඇල්ල කුරුවිට සහ අයගම යන ප්‍රාදේෂීය ලේකම් කොට්ටාෂවල අවදානම් ස්ථානවල සිටින ජනතාව මේ වන විට ත් අරක්ෂිත ස්ථාන වෙත ඉවත් කර තිබේ 
